,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178
273,273,367,914,1290,1683,2110,2246,2518,3062,3432,3813,4216,4663,4839,5191,5536,5867,6170,6776,6911,7181,7721,8083,8448,8819,9202,9609,9705,10256,10640,11049,11149,11708,12108,12549,12713,13041,13338,13932,14043,14624,15068,15238,15578,15899,16182,16748,17162,17272,17851,18291,18453,18777,19066,19644,20082,20240,20556,20829,21375,21749,22138,22557,22677,23276,23397,23998,24123,24732,24873,25155,25719,26129,26231,26794,27202,27300,27855,28247,28672,28804,29427,29596,29934,30251,30526,31076,31458,31863,31955,32498,32866,33243,33638,34069,34213,34501,35077,35511,35661,35961,36561,36684,37289,37422,38047,38220,38566,38899,39206,39820,39971,40273,40877,41008,41629,41794,42124,42425,43027,43154,43767,43916,44214,44810,44925,45514,45615,46176,46580,46670,47209,47569,47930,48293,48660,49035,49426,49849,49977,50592,50745,51051,51663,51810,52104,52692,52791,53348,53744,54177,54325,54621,55213,55320,55893,56321,56459,56735,57287,57673,58086,58194,58769,59201,59347,59639,60223,60314,60855,61219,61588,61967,62366,62805,62965,63285,63566,64128
274,274,369,918,1298,1699,2142,2310,2646,2959,3585,3760,4110,4451,4774,5061,5635,6065,6207,6491,7059,7477,7595,8190,8303,8888,8981,9526,9898,10283,10694,10798,11365,11781,11895,12482,12579,13132,13520,13937,14053,14644,14749,15318,15738,15860,16463,16592,17209,17366,17680,18308,18487,18845,19202,19557,19908,20251,20578,20873,21463,21566,22131,22543,22649,23220,23644,23774,24393,24554,24876,25161,25731,26153,26279,26890,27035,27325,27905,28347,28513,28845,29150,29760,29903,30189,30761,31187,31321,31948,32125,32479,32828,33167,33486,33765,34323,34721,35158,35314,35626,36250,36421,36763,37088,37379,37961,38407,38581,38929,39266,39581,39852,40394,40760,41133,41520,41935,42047,42630,43078,43256,43612,43965,44312,44647,44958,45580,45747,46081,46390,47008,47167,47485,47762,48316,48706,49127,49251,49858,49995,50269,50817,51195,51592,52027,52179,52483,53091,53230,53508,54064,54458,54887,55027,55307,55867,56269,56714,56886,57230,57559,57858,58456,58575,59172,59289,59882,59991,60568,61004,61158,61466,62082,62237,62547,63167,63330,63656,63949
275,275,371,922,1306,1715,1815,2374,2774,3215,3379,3707,4004,4598,4709,5290,5734,5904,6244,6565,6848,7414,7828,7938,8517,8957,9119,9443,9732,10310,10748,10906,11222,11495,12041,12415,12804,13223,13343,13942,14063,14664,14789,15398,15539,15821,16385,16795,16897,17460,17868,17966,18521,18913,19338,19470,20093,20262,20600,20917,21192,21742,22124,22529,22621,23164,23532,23909,24304,24735,24879,25167,25743,26177,26327,26627,27227,27350,27955,28088,28713,28886,29232,29565,29872,30486,30637,30939,31543,31674,32295,32460,32790,33091,33693,33820,34433,34582,34880,35476,35591,36180,36281,36842,37246,37336,37875,38235,38596,38959,39326,39701,40092,40515,40643,41258,41411,41717,42329,42476,42770,43358,43457,44014,44410,44843,44991,45287,45879,45986,46559,46987,47125,47401,47953,48339,48752,48860,49435,49867,50013,50305,50889,50980,51521,51885,52254,52633,53032,53471,53631,53951,54232,54794,55200,55294,55841,56217,56610,57037,57173,57445,57989,58359,58740,59143,59590,59766,60118,60463,60794,61097,61703,61838,62108,62648,63010,63375,63746,64129
276,276,373,926,1314,1731,1847,2438,2543,3112,3532,3654,4257,4386,5003,5160,5474,6102,6281,6639,6996,7351,7702,8045,8372,8667,9257,9360,9925,10337,10443,11014,11438,11568,12187,12348,12670,12955,13525,13947,14073,14684,14829,15119,15699,16141,16307,16639,16944,17554,17697,17983,18555,18981,19115,19742,19919,20273,20622,20961,21280,21559,22117,22515,22952,23108,23420,24044,24215,24557,24882,25173,25755,26201,26375,26723,27060,27375,27646,28188,28554,28927,29314,29729,29841,30424,30872,31050,31406,31759,32106,32441,32752,33374,33541,33875,34184,34802,34961,35279,35556,36110,36500,36921,37045,37652,37789,38063,38611,38989,39386,39821,39973,40277,40885,41024,41302,41858,42252,42681,42821,43101,43661,44063,44508,44680,45024,45353,45652,46250,46369,46966,47083,47676,47785,48362,48798,48952,49260,49876,50031,50341,50961,51124,51450,51743,52329,52424,52973,53353,53754,54197,54365,54701,55014,55640,55815,56165,56506,56829,57116,57690,58120,58262,58546,59114,59532,59650,60245,60358,60943,61036,61581,61953,62338,62749,62853,63420,63836,63950
277,277,375,930,1322,1747,1879,2502,2671,3009,3326,3601,4151,4533,4938,5030,5573,5941,6318,6713,7144,7288,7576,8152,8586,8736,9036,9636,9759,10364,10497,11122,11295,11641,11974,12281,12895,13046,13348,13952,14083,14704,14869,15199,15500,16102,16229,16842,16991,17289,17885,18000,18589,18690,19251,19655,19745,20284,20644,21005,21368,21735,22110,22501,22924,23052,23667,23820,24126,24738,24885,25179,25767,25866,26423,26819,27252,27400,27696,28288,28395,28968,29396,29534,29810,30362,30748,31161,31269,31844,32276,32422,32714,33298,33389,33930,34294,34663,35042,35441,35880,36040,36360,36641,37203,37609,37703,38250,38626,39019,39446,39582,39854,40398,40768,41149,41552,41999,42175,42527,42872,43203,43506,44112,44247,44517,45057,45419,45784,46155,46538,46945,47041,47592,47976,48385,48485,49044,49444,49885,50049,50377,50674,51268,51379,51960,52404,52574,52914,53235,53518,54084,54498,54608,55187,55627,55789,56113,56402,56980,57418,57576,57892,58165,58711,59085,59474,59893,60013,60612,60733,61334,61459,62068,62209,62491,63055,63465,63567,64130
278,278,377,934,1330,1763,1911,2207,2799,2906,3479,3907,4045,4321,4873,5259,5672,5780,6355,6787,6933,7225,7809,7900,8441,8805,9174,9553,9952,10391,10551,10871,11152,11714,12120,12214,12761,13137,13530,13957,14093,14365,14909,15279,15660,16063,16510,16686,17038,17383,17714,18017,18623,18758,19028,19568,19930,20295,20666,21049,21456,21552,22103,22487,22896,22996,23555,23955,24396,24560,24888,25185,25779,25890,26471,26915,27085,27425,27746,28029,28595,29009,29119,29698,30138,30300,30624,30913,31491,31929,32087,32403,32676,33222,33596,33985,34404,34524,35123,35244,35845,35970,36579,36720,37002,37566,37976,38078,38641,39049,39147,39702,40094,40519,40651,41274,41443,41781,42098,42373,42923,43305,43710,43802,44345,44713,45090,45485,45916,46060,46348,46924,47358,47508,47808,48408,48531,49136,49269,49894,50067,50413,50746,51053,51667,51818,52120,52724,52855,53476,53641,53971,54272,54874,55001,55614,55763,56061,56657,56772,57361,57462,58023,58427,58517,59056,59416,59777,60140,60507,60882,61273,61696,61824,62439,62592,62898,63510,63657,63951
279,279,379,938,1338,1779,1943,2271,2568,3162,3273,3854,4298,4468,4808,5129,5412,5978,6392,6502,7081,7521,7683,8007,8296,8874,9312,9470,9786,10059,10605,10979,11368,11787,11907,12506,12627,13228,13353,13962,14103,14385,14949,15359,15461,16024,16432,16530,17085,17477,17902,18034,18657,18826,19164,19481,19756,20306,20688,21093,21185,21728,22096,22473,22868,23299,23443,23731,24307,24741,24891,25191,25791,25914,26519,26652,27277,27450,27796,28129,28436,29050,29201,29503,30107,30238,30859,31024,31354,31655,32257,32384,32997,33146,33444,34040,34155,34744,34845,35406,35810,35900,36439,36799,37160,37523,37890,38265,38656,39079,39207,39822,39975,40281,40893,41040,41334,41922,42021,42578,42974,43407,43555,43851,44443,44550,45123,45551,45689,45965,46517,46903,47316,47424,47999,48431,48577,48869,49453,49544,50085,50449,50818,51197,51596,52035,52195,52515,52796,53358,53764,53858,54405,54781,55174,55601,55737,56009,56553,56923,57304,57707,58154,58330,58682,59027,59358,59661,60267,60402,60672,61212,61574,61939,62310,62693,63100,63196,63747,64131
280,280,381,942,1346,1436,1975,2335,2696,3059,3426,3801,4192,4615,4743,5358,5511,5817,6429,6576,6870,7458,7557,8114,8510,8943,9091,9387,9979,10086,10659,11087,11225,11501,12053,12439,12852,12960,13535,13967,14113,14405,14989,15080,15621,15985,16354,16733,17132,17571,17731,18051,18332,18894,19300,19394,19941,20317,20710,21137,21273,21545,22089,22459,22840,23243,23690,23866,24218,24563,24894,25197,25803,25938,26208,26748,27110,27475,27846,28229,28636,28732,29283,29667,30076,30176,30735,31135,31576,31740,32068,32365,32959,33070,33651,34095,34265,34605,34926,35209,35775,36189,36299,36878,37318,37480,37804,38093,38671,39109,39267,39583,39856,40402,40776,41165,41584,41704,42303,42424,43025,43150,43759,43900,44182,44746,45156,45258,45821,46229,46327,46882,47274,47699,47831,48454,48623,48961,49278,49553,50103,50485,50890,50982,51525,51893,52270,52665,53096,53240,53528,54104,54538,54688,54988,55588,55711,56316,56449,57074,57247,57593,57926,58233,58847,58998,59300,59904,60035,60656,60821,61151,61452,62054,62181,62794,62943,63241,63837,63952
281,281,383,946,1354,1452,2007,2399,2824,2956,3579,3748,4086,4403,4678,5228,5610,6015,6107,6650,7018,7395,7790,8221,8365,8653,9229,9663,9813,10113,10713,10836,11441,11574,12199,12372,12718,13051,13358,13972,14123,14425,15029,15160,15781,15946,16276,16577,17179,17306,17919,18068,18366,18962,19077,19666,19767,20328,20732,20822,21361,21721,22082,22445,22812,23187,23578,24001,24129,24744,24897,25203,25815,25962,26256,26844,26943,27500,27896,28329,28477,28773,29365,29472,30045,30473,30611,30887,31439,31825,32238,32346,32921,33353,33499,33791,34375,34466,35007,35371,35740,36119,36518,36957,37117,37437,37718,38280,38686,38780,39327,39703,40096,40523,40659,40931,41475,41845,42226,42629,43076,43252,43604,43949,44280,44583,45189,45324,45594,46134,46496,46861,47232,47615,48022,48118,48669,49053,49462,49562,50121,50521,50962,51126,51454,51751,52345,52456,53037,53481,53651,53991,54312,54595,55161,55575,55685,56264,56704,56866,57190,57479,58057,58495,58653,58969,59242,59788,60162,60551,60970,61090,61689,61810,62411,62536,63145,63286,63568,64132
282,282,385,950,1362,1468,2039,2463,2593,3212,3373,3695,3980,4550,4972,5098,5709,5854,6144,6724,7166,7332,7664,7969,8579,8722,9008,9580,10006,10140,10767,10944,11298,11647,11986,12305,12584,13142,13540,13977,14133,14445,15069,15240,15582,15907,16198,16780,17226,17400,17748,18085,18400,18671,19213,19579,19952,20339,20754,20866,21449,21897,22075,22431,22784,23131,23466,23777,24399,24566,24900,25209,25827,25986,26304,26581,27135,27525,27946,28070,28677,28814,29088,29636,30014,30411,30846,30998,31302,31910,32049,32327,32883,33277,33706,33846,34126,34686,35088,35533,35705,36049,36378,36677,37275,37394,37991,38108,38701,38810,39387,39823,39977,40285,40901,41056,41366,41986,42149,42475,42768,43354,43449,43998,44378,44779,45222,45390,45726,46039,46665,46840,47190,47531,47854,48141,48715,49145,49287,49571,50139,50557,50675,51270,51383,51968,52061,52606,52978,53363,53774,53878,54445,54861,54975,55562,55659,56212,56600,57017,57133,57724,57829,58398,58818,58940,59543,59672,60289,60446,60760,61388,61567,61925,62282,62637,62988,63331,63658,63953
283,283,387,954,1370,1484,2071,2168,2721,3109,3526,3642,4233,4338,4907,5327,5449,6052,6181,6798,6955,7269,7897,8076,8434,8791,9146,9497,9840,10167,10462,11052,11155,11720,12132,12238,12809,13233,13363,13982,14143,14465,14750,15320,15742,15868,16479,16624,16914,17494,17936,18102,18434,18739,19349,19492,19778,20350,20776,20910,21537,21714,22068,22417,22756,23075,23354,23912,24310,24747,24903,25215,25839,26010,26352,26677,26968,27550,27996,28170,28518,28855,29170,29441,29983,30349,30722,31109,31524,31636,32219,32667,32845,33201,33554,33901,34236,34547,35169,35336,35670,35979,36597,36756,37074,37351,37905,38295,38716,38840,39447,39584,39858,40406,40784,41181,41616,41768,42072,42680,42819,43097,43653,44047,44476,44616,44896,45456,45858,46303,46475,46819,47148,47447,48045,48164,48761,48878,49471,49580,50157,50593,50747,51055,51671,51826,52136,52756,52919,53245,53538,54124,54219,54768,55148,55549,55992,56160,56496,56809,57435,57610,57960,58301,58624,58911,59485,59915,60057,60341,60909,61327,61445,62040,62153,62738,62831,63376,63748,64133
284,284,389,958,1378,1500,2103,2232,2849,3006,3320,3948,4127,4485,4842,5197,5548,5891,6218,6513,7103,7206,7771,8183,8289,8860,9284,9414,10033,10194,10516,10801,11371,11793,11919,12530,12675,12965,13545,13987,14153,14485,14790,15400,15543,15829,16401,16827,16961,17588,17765,18119,18468,18807,19126,19405,19963,20361,20798,20954,21266,21890,22061,22403,22728,23019,23601,24047,24221,24569,24906,25221,25492,26034,26400,26773,27160,27575,27687,28270,28718,28896,29252,29605,29952,30287,30598,31220,31387,31721,32030,32648,32807,33125,33402,33956,34346,34767,34891,35498,35635,35909,36457,36835,37232,37667,37819,38123,38731,38870,39148,39704,40098,40527,40667,40947,41507,41909,42354,42526,42870,43199,43498,44096,44215,44812,44929,45522,45631,46208,46644,46798,47106,47722,47877,48187,48807,48970,49296,49589,50175,50270,50819,51199,51600,52043,52211,52547,52860,53486,53661,54011,54352,54675,54962,55536,55966,56108,56392,56960,57378,57496,58091,58204,58789,58882,59427,59799,60184,60595,60699,61266,61682,61796,62383,62480,63033,63421,63838,63954
285,285,391,962,1386,1516,2135,2296,2618,2903,3473,3895,4021,4632,4777,5067,5647,6089,6255,6587,6892,7502,7645,7931,8503,8929,9063,9690,9867,10221,10570,10909,11228,11507,12065,12463,12900,13056,13368,13992,14163,14505,14830,15121,15703,16149,16323,16671,17008,17323,17594,18136,18502,18875,19262,19677,19789,20372,20820,20998,21354,21707,22054,22389,22700,23322,23489,23823,24132,24750,24909,25227,25504,26058,26448,26869,26993,27600,27737,28011,28559,28937,29334,29769,29921,30225,30833,30972,31250,31806,32200,32629,32769,33049,33609,34011,34456,34628,34972,35301,35600,36198,36317,36914,37031,37624,37733,38310,38746,38900,39208,39824,39979,40289,40909,41072,41398,41691,42277,42372,42921,43301,43702,44145,44313,44649,44962,45588,45763,46113,46454,46777,47064,47638,48068,48210,48494,49062,49480,49598,50193,50306,50891,50984,51529,51901,52286,52697,52801,53368,53784,53898,54485,54582,55135,55523,55940,56056,56647,56752,57321,57741,57863,58466,58595,59212,59369,59683,60311,60490,60848,61205,61560,61911,62254,62581,62876,63466,63569,64134
286,286,393,966,1394,1532,1808,2360,2746,3159,3267,3842,4274,4420,4712,5296,5387,5928,6292,6661,7040,7439,7878,8038,8358,8639,9201,9607,9701,10248,10624,11017,11444,11580,11852,12396,12766,13147,13550,13997,14173,14525,14870,15201,15504,16110,16245,16515,17055,17417,17782,18153,18536,18943,19039,19590,19974,20383,20483,21042,21442,21883,22047,22375,22672,23266,23377,23958,24402,24572,24912,25233,25516,26082,26496,26606,27185,27625,27787,28111,28400,28978,29416,29574,29890,30163,30709,31083,31472,31891,32011,32610,32731,33332,33457,34066,34207,34489,35053,35463,35565,36128,36536,36634,37189,37581,38006,38138,38761,38930,39268,39585,39860,40410,40792,41197,41289,41832,42200,42577,42972,43403,43547,43835,44411,44845,44995,45295,45895,46018,46623,46756,47381,47554,47900,48233,48540,49154,49305,49607,50211,50342,50963,51128,51458,51759,52361,52488,53101,53250,53548,54144,54259,54848,54949,55510,55914,56004,56543,56903,57264,57627,57994,58369,58760,59183,59311,59926,60079,60385,60997,61144,61438,62026,62125,62682,63078,63511,63659,63955
287,287,395,970,1402,1548,1840,2424,2515,3056,3420,3789,4168,4567,5006,5166,5486,5767,6329,6735,6829,7376,7752,8145,8572,8708,8980,9524,9894,10275,10678,11125,11301,11653,11998,12329,12632,13238,13373,13643,14183,14545,14910,15281,15664,16071,16167,16718,17102,17511,17611,18170,18570,19011,19175,19503,19800,20394,20505,21086,21530,21700,22040,22361,22644,23210,23624,23734,24313,24753,24915,25239,25528,26106,26544,26702,27018,27291,27837,28211,28600,29019,29139,29738,29859,30460,30585,31194,31335,31617,32181,32591,32693,33256,33664,33762,34317,34709,35134,35266,35889,36058,36396,36713,36988,37538,37920,38325,38417,38960,39328,39705,40100,40531,40675,40963,41539,41973,42123,42423,43023,43146,43751,43884,44509,44682,45028,45361,45668,46282,46433,46735,47339,47470,48091,48256,48586,48887,49489,49616,50229,50378,50676,51272,51387,51976,52077,52638,53042,53132,53671,54031,54392,54755,55122,55497,55888,56311,56439,57054,57207,57513,58125,58272,58566,59154,59253,59810,60206,60639,60787,61083,61675,61782,62355,62783,62921,63197,63749,64135
288,288,397,974,1410,1564,1872,2488,2643,2953,3573,3736,4062,4355,4941,5036,5585,5965,6366,6809,6977,7313,7626,8252,8427,8777,9118,9441,9728,10302,10732,10874,11158,11726,12144,12262,12857,12970,13555,13648,14193,14565,14950,15361,15465,16032,16448,16562,17149,17246,17799,18187,18604,18720,19311,19416,19985,20405,20527,21130,21259,21876,22033,22347,22975,23154,23512,23869,24224,24575,24918,25245,25540,26130,26233,26798,27210,27316,27887,28311,28441,29060,29221,29543,29828,30398,30820,30946,31557,31702,31992,32572,33014,33180,33512,33817,34427,34570,34856,35428,35854,35988,36615,36792,37146,37495,37834,38153,38432,38990,39388,39825,39981,40293,40917,41088,41430,41755,42046,42628,43074,43248,43596,43933,44248,44519,45061,45427,45800,46187,46602,46714,47297,47745,47923,48279,48632,48979,49314,49625,50247,50414,50748,51057,51675,51834,52152,52429,52983,53373,53794,53918,54525,54662,54936,55484,55862,56259,56694,56846,57150,57758,57897,58175,58731,59125,59554,59694,59974,60534,60936,61381,61553,61897,62226,62525,63123,63242,63839,63956
289,289,399,978,1418,1580,1904,2193,2771,3209,3367,3683,3956,4502,4876,5265,5684,5804,6403,6524,7125,7250,7859,8000,8282,8846,9256,9358,9921,10329,10427,10982,11374,11799,11931,12554,12723,13061,13378,13653,14203,14585,14990,15082,15625,15993,16370,16765,17196,17340,17628,18204,18638,18788,19088,19688,19811,20416,20549,21174,21347,21693,22026,22333,22947,23098,23400,24004,24135,24756,24921,25251,25552,26154,26281,26894,27043,27341,27937,28052,28641,28742,29303,29707,29797,30336,30696,31057,31420,31787,32162,32553,32976,33104,33719,33872,34178,34790,34937,35231,35819,35918,36475,36871,37304,37452,37748,38340,38447,39020,39448,39586,39862,40414,40800,41213,41321,41896,42328,42474,42766,43350,43441,43982,44346,44715,45094,45493,45932,46092,46412,46693,47255,47661,47755,48302,48678,49071,49498,49634,49906,50450,50820,51201,51604,52051,52227,52579,52924,53255,53558,54164,54299,54569,55109,55471,55836,56207,56590,56997,57093,57644,58028,58437,58537,59096,59496,59937,60101,60429,60726,61320,61431,62012,62456,62626,62966,63287,63570,64136
290,290,401,982,1426,1596,1936,2257,2540,3106,3520,3630,4209,4649,4811,5135,5424,6002,6440,6598,6914,7187,7733,8107,8496,8915,9035,9634,9755,10356,10481,11090,11231,11513,12077,12487,12589,13152,13560,13658,14213,14605,15030,15162,15785,15954,16292,16609,16884,17434,17816,18221,18313,18856,19224,19601,19996,20427,20571,20859,21435,21869,22019,22319,22919,23042,23647,23780,24405,24578,24924,25257,25564,26178,26329,26631,27235,27366,27987,28152,28482,28783,29385,29512,30125,30274,30572,31168,31283,31872,31973,32534,32938,33028,33567,33927,34288,34651,35018,35393,35784,36207,36335,36950,37103,37409,38021,38168,38462,39050,39149,39706,40102,40535,40683,40979,41571,41678,42251,42679,42817,43093,43645,44031,44444,44552,45127,45559,45705,45997,46581,46672,47213,47577,47946,48325,48724,49163,49323,49643,49924,50486,50892,50986,51533,51909,52302,52729,52865,53137,53681,54051,54432,54835,55282,55458,55810,56155,56486,56789,57395,57530,57800,58340,58702,59067,59438,59821,60228,60324,60875,61259,61668,61768,62327,62727,63168,63332,63660,63957
291,291,403,986,1434,1612,1968,2321,2668,3003,3314,3936,4103,4437,4746,5364,5523,5841,6118,6672,7062,7483,7607,8214,8351,8625,9173,9551,9948,10383,10535,10839,11447,11586,11864,12420,12814,13243,13383,13663,14223,14625,15070,15242,15586,15915,16214,16812,16931,17528,17645,18238,18347,18924,19360,19514,19822,20438,20593,20903,21523,21686,22012,22305,22891,22986,23535,23915,24316,24759,24927,25263,25576,26202,26377,26727,27068,27391,27678,28252,28682,28824,29108,29676,30094,30212,30807,30920,31505,31598,32143,32515,32900,33311,33415,33982,34398,34512,35099,35196,35749,36137,36554,36670,37261,37366,37935,38355,38477,39080,39209,39826,39983,40297,40925,41104,41462,41819,42174,42525,42868,43195,43490,44080,44183,44748,45160,45266,45837,46261,46391,47010,47171,47493,47778,48348,48770,48896,49507,49652,49942,50522,50964,51130,51462,51767,52377,52520,52806,53378,53804,53938,54565,54742,55096,55445,55784,56103,56382,56940,57338,57775,57931,58243,58867,59038,59380,59705,59996,60578,61024,61198,61546,61883,62198,62469,63011,63377,63750,64137
292,292,405,990,1083,1628,2000,2385,2796,2900,3467,3883,3997,4584,4681,5234,5622,6039,6155,6746,6851,7420,7840,7962,8565,8694,9311,9468,9782,10410,10589,10947,11304,11659,12010,12353,12680,12975,13565,13668,14233,14645,14751,15322,15746,15876,16495,16656,16978,17263,17833,18255,18381,18992,19137,19427,20007,20449,20615,20947,21252,21862,22005,22291,22863,23289,23423,24050,24227,24581,24930,25269,25588,25867,26425,26823,27260,27416,27728,28352,28523,28865,29190,29481,30063,30509,30683,31031,31368,31683,31954,32496,32862,33235,33622,34037,34149,34732,35180,35358,35714,36067,36414,36749,37060,37682,37849,38183,38492,39110,39269,39587,39864,40418,40808,41229,41353,41960,42097,42371,42919,43297,43694,44129,44281,44585,45193,45332,45610,46166,46560,46989,47129,47409,47969,48371,48816,48988,49332,49661,49960,50558,50677,51274,51391,51984,52093,52670,53106,53260,53568,54184,54339,54649,55269,55432,55758,56051,56637,56732,57281,57661,58062,58505,58673,59009,59322,59948,60123,60473,60814,61137,61424,61998,62428,62570,62854,63422,63840,63958
293,293,407,994,1091,1644,2032,2449,2565,3156,3261,3830,4250,4372,4975,5104,5721,5878,6192,6820,6999,7357,7714,8069,8420,8763,9090,9385,9975,10078,10643,11055,11161,11732,12156,12286,12905,13066,13388,13673,14243,14665,14791,15402,15547,15837,16417,16859,17025,17357,17662,18272,18415,18701,19273,19699,19833,20460,20637,20991,21340,21679,21998,22277,22835,23233,23670,23826,24138,24762,24933,25275,25600,25891,26473,26919,27093,27441,27778,28093,28364,28906,29272,29645,30032,30447,30559,31142,31590,31768,32124,32477,32824,33159,33470,34092,34259,34593,34902,35520,35679,35997,36274,36828,37218,37639,37763,38370,38507,38781,39329,39707,40104,40539,40691,40995,41603,41742,42020,42576,42970,43399,43539,43819,44379,44781,45226,45398,45742,46071,46370,46968,47087,47684,47801,48394,48503,49080,49516,49670,49978,50594,50749,51059,51679,51842,52168,52461,53047,53142,53691,54071,54472,54915,55083,55419,55732,56358,56533,56883,57224,57547,57834,58408,58838,58980,59264,59832,60250,60368,60963,61076,61661,61754,62299,62671,63056,63467,63571,64138
294,294,409,998,1099,1660,2064,2154,2693,3053,3414,3777,4144,4519,4910,5333,5461,6076,6229,6535,7147,7294,7588,8176,8275,8832,9228,9661,9809,10105,10697,10804,11377,11805,11943,12219,12771,13157,13570,13678,14253,14685,14831,15123,15707,15798,16339,16703,17072,17451,17850,18289,18449,18769,19050,19612,20018,20112,20659,21035,21428,21855,21991,22263,22807,23177,23558,23961,24408,24584,24936,25281,25612,25915,26521,26656,26926,27466,27828,28193,28564,28947,29354,29450,30001,30385,30794,30894,31453,31853,32294,32458,32786,33083,33677,33788,34369,34813,34983,35323,35644,35927,36493,36907,37017,37596,38036,38198,38522,38811,39389,39827,39985,40301,40574,41120,41494,41883,42302,42422,43021,43142,43743,43868,44477,44618,44900,45464,45874,45976,46539,46947,47045,47600,47992,48417,48549,49172,49341,49679,49996,50271,50821,51203,51608,51700,52243,52611,52988,53383,53814,53958,54246,54822,55256,55406,55706,56306,56429,57034,57167,57792,57965,58311,58644,58951,59565,59716,60018,60622,60753,61374,61539,61869,62170,62772,62899,63512,63661,63959
295,295,411,1002,1107,1676,2096,2218,2821,2950,3567,3724,4038,4666,4845,5203,5560,5915,6266,6609,6936,7231,7821,7924,8489,8901,9007,9578,10002,10132,10751,10912,11234,11519,12089,12511,12637,13248,13393,13683,14263,14705,14871,15203,15508,16118,16261,16547,17119,17545,17679,18306,18483,18837,19186,19525,19844,20123,20681,21079,21516,21672,21984,22608,22779,23121,23446,23737,24319,24765,24939,25287,25624,25939,26210,26752,27118,27491,27878,28293,28405,28988,29436,29614,29970,30323,30670,31005,31316,31938,32105,32439,32748,33366,33525,33843,34120,34674,35064,35485,35609,36216,36353,36627,37175,37553,37950,38385,38537,38841,39449,39588,39866,40422,40816,41245,41385,41665,42225,42627,43072,43244,43588,43917,44216,44814,44933,45530,45647,46240,46349,46926,47362,47516,47824,48440,48595,48905,49525,49688,50014,50307,50893,50988,51537,51917,52318,52761,52929,53265,53578,54204,54379,54729,55070,55393,55680,56254,56684,56826,57110,57678,58096,58214,58809,58922,59507,59600,60145,60517,60902,61313,61417,61984,62400,62514,63101,63198,63751,64139
296,296,413,1006,1115,1692,2128,2282,2590,3206,3361,3671,4291,4454,4780,5073,5659,5754,6303,6683,7084,7527,7695,8031,8344,8970,9145,9495,9836,10159,10446,11020,11450,11592,11876,12444,12862,12980,13575,13688,14273,14366,14911,15283,15668,16079,16183,16750,17166,17280,17867,17964,18517,18905,19322,19438,20029,20134,20703,21123,21245,21848,21977,22594,22751,23065,23693,23872,24230,24587,24942,25293,25636,25963,26258,26848,26951,27516,27928,28034,28605,29029,29159,29778,29939,30261,30546,31116,31538,31664,32275,32420,32710,33290,33732,33898,34230,34535,35145,35288,35574,36146,36572,36706,37333,37510,37864,38213,38552,38871,39150,39708,40106,40543,40699,41011,41635,41806,42148,42473,42764,43346,43792,43966,44314,44651,44966,45237,45779,46145,46518,46905,47320,47432,48015,48463,48641,48997,49350,49697,50032,50343,50965,51132,51466,51775,52393,52552,52870,53147,53701,54091,54512,54636,55243,55380,55654,56202,56580,56977,57412,57564,57868,58476,58615,58893,59449,59843,60272,60412,60692,61252,61654,62099,62271,62615,62944,63243,63841,63960
297,297,415,1010,1123,1708,1801,2346,2718,3103,3514,3618,4185,4601,4715,5302,5399,5952,6340,6757,6873,7464,7569,8138,8558,8680,9283,9412,10029,10186,10500,11128,11307,11665,12022,12377,12728,13071,13398,13693,14283,14386,14951,15363,15469,16040,16464,16594,17213,17374,17696,17981,18551,18973,19099,19710,19855,20145,20725,21167,21333,21665,21970,22580,22723,23009,23581,24007,24141,24768,24945,25299,25648,25987,26306,26585,27143,27541,27978,28134,28446,29070,29241,29583,29908,30199,30781,31227,31401,31749,32086,32401,32672,33214,33580,33953,34340,34755,34867,35450,35898,36076,36432,36785,37132,37467,37778,38400,38567,38901,39210,39828,39987,40305,40582,41136,41526,41947,42071,42678,42815,43089,43637,44015,44412,44847,44999,45303,45911,46050,46328,46884,47278,47707,47847,48127,48687,49089,49534,49706,50050,50379,50678,51276,51395,51992,52109,52702,52811,53388,53824,53978,54286,54902,55057,55367,55987,56150,56476,56769,57355,57450,57999,58379,58780,59223,59391,59727,60040,60666,60841,61191,61532,61855,62142,62716,63146,63288,63572,64140
